3631.0,CA-Arcata_Airport.tmy3
3701.0,CA-Truckeetahoe.tmy3
3731.0,CA-Truckeetahoe.tmy3
3801.0,CA-San_Luis_Co_Rgnl.tmy3
3831.0,CA-San_Luis_Co_Rgnl.tmy3
3804.0,CA-Lemoore_Reeves_Nas.tmy3
3802.0,CA-Lemoore_Reeves_Nas.tmy3
3891.0,CA-Lemoore_Reeves_Nas.tmy3
3835.0,CA-Bakersfield_Meadows_Field.tmy3
3805.0,CA-Bakersfield_Meadows_Field.tmy3
3803.0,CA-Bakersfield_Meadows_Field.tmy3
3892.0,CA-Bakersfield_Meadows_Field.tmy3
3893.0,CA-Bakersfield_Meadows_Field.tmy3
3894.0,CA-Bakersfield_Meadows_Field.tmy3
3895.0,CA-Bakersfield_Meadows_Field.tmy3
3896.0,CA-Bakersfield_Meadows_Field.tmy3
3897.0,CA-Bakersfield_Meadows_Field.tmy3
3836.0,CA-San_Luis_Co_Rgnl.tmy3
3806.0,CA-San_Luis_Co_Rgnl.tmy3
3907.0,CA-Stockton_Metropolitan_Arpt.tmy3
3908.0,CA-Stockton_Metropolitan_Arpt.tmy3
3909.0,CA-Beale_Afb.tmy3
3910.0,CA-Yuba_Co.tmy3
3925.0,CA-Redding_Municipal_Arpt.tmy3
3911.0,CA-Redding_Municipal_Arpt.tmy3
3912.0,CA-Red_Bluff_Municipal_Arpt.tmy3
3913.0,CA-Beale_Afb.tmy3
3914.0,CA-Oakland_Metropolitan_Arpt.tmy3
3915.0,CA-Santa_Rosa_Awos.tmy3
3916.0,CA-Red_Bluff_Municipal_Arpt.tmy3
3917.0,CA-Merced_Macready_Fld.tmy3
3901.0,CA-Merced_Macready_Fld.tmy3
3932.0,CA-Salinas_Municipal_Ap.tmy3
3918.0,CA-Salinas_Municipal_Ap.tmy3
3902.0,CA-Salinas_Municipal_Ap.tmy3
3919.0,CA-Beale_Afb.tmy3
3926.0,CA-Yuba_Co.tmy3
3920.0,CA-Yuba_Co.tmy3
3931.0,CA-Redding_Municipal_Arpt.tmy3
3921.0,CA-Redding_Municipal_Arpt.tmy3
3906.0,CA-Redding_Municipal_Arpt.tmy3
3922.0,CA-Beale_Afb.tmy3
3905.0,CA-Beale_Afb.tmy3
3933.0,CA-Oakland_Metropolitan_Arpt.tmy3
3923.0,CA-Oakland_Metropolitan_Arpt.tmy3
3903.0,CA-Oakland_Metropolitan_Arpt.tmy3
3924.0,CA-Travis_Field_Afb.tmy3
3904.0,CA-Travis_Field_Afb.tmy3
4104.0,WA-Felts_Fld.tmy3
4103.0,WA-Felts_Fld.tmy3
4009.0,WA-The_Dalles_Municipal_Arpt.tmy3
4006.0,WA-The_Dalles_Municipal_Arpt.tmy3
4003.0,OR-Burns_Municipal_Arpt_Uo.tmy3
4010.0,WA-The_Dalles_Municipal_Arpt.tmy3
4007.0,WA-The_Dalles_Municipal_Arpt.tmy3
4131.0,WA-Ephrata_Ap_Fcwos.tmy3
4101.0,WA-Ephrata_Ap_Fcwos.tmy3
4039.0,WA-The_Dalles_Municipal_Arpt.tmy3
4004.0,OR-Redmond_Roberts_Field.tmy3
4091.0,OR-Redmond_Roberts_Field.tmy3
4092.0,OR-Redmond_Roberts_Field.tmy3
4093.0,OR-Redmond_Roberts_Field.tmy3
4094.0,OR-Redmond_Roberts_Field.tmy3
4095.0,OR-Redmond_Roberts_Field.tmy3
4096.0,OR-Redmond_Roberts_Field.tmy3
4097.0,OR-Redmond_Roberts_Field.tmy3
4132.0,WA-Hanford.tmy3
4102.0,WA-Hanford.tmy3
4035.0,WA-The_Dalles_Municipal_Arpt.tmy3
4005.0,WA-The_Dalles_Municipal_Arpt.tmy3
4031.0,OR-Klamath_Falls_Intl_Ap_Uo.tmy3
4008.0,OR-Klamath_Falls_Intl_Ap_Uo.tmy3
4001.0,OR-Klamath_Falls_Intl_Ap_Uo.tmy3
4090.0,OR-Klamath_Falls_Intl_Ap_Uo.tmy3
4204.0,OR-Medford_Rogue_Valley_Intl_Ap_Ashland_Uo.tmy3
4201.0,WA-Snohomish_Co.tmy3
4231.0,WA-Snohomish_Co.tmy3
4002.0,OR-Lakeview_Awos.tmy3
4232.0,WA-Stampede_Pass.tmy3
4202.0,WA-Stampede_Pass.tmy3
4203.0,OR-Eugene_Mahlon_Sweet_Arpt_Uo.tmy3
5004.0,ID-Coeur_Daleneawos.tmy3
5003.0,ID-Coeur_Daleneawos.tmy3
5031.0,WA-Bellingham_Intl_Ap.tmy3
5001.0,WA-Bellingham_Intl_Ap.tmy3
5002.0,MT-Cut_Bank_Muni_Ap.tmy3
5032.0,WA-Bellingham_Intl_Ap.tmy3
6510.0,UT-Ogden_Hinkley_Airport.tmy3
6501.0,UT-Ogden_Hinkley_Airport.tmy3
6333.0,WY-Lander_Hunt_Field.tmy3
6301.0,WY-Lander_Hunt_Field.tmy3
6303.0,WY-Lander_Hunt_Field.tmy3
6502.0,UT-Salt_Lake_City_Intl_Arpt_Isis.tmy3
7031.0,CO-Colorado_Springs_Muni_Ap.tmy3
7001.0,CO-Colorado_Springs_Muni_Ap.tmy3
6231.0,MT-Miles_City_Municipal_Arpt.tmy3
6203.0,MT-Miles_City_Municipal_Arpt.tmy3
6201.0,MT-Miles_City_Municipal_Arpt.tmy3
7032.0,CO-Craigmoffat.tmy3
7002.0,CO-Craigmoffat.tmy3
6533.0,UT-Hanksville.tmy3
6503.0,UT-Hanksville.tmy3
6204.0,MT-Butte_Bert_Mooney_Arpt.tmy3
6202.0,MT-Butte_Bert_Mooney_Arpt.tmy3
6304.0,WY-Laramie_General_Brees_Field.tmy3
6302.0,WY-Laramie_General_Brees_Field.tmy3
6504.0,UT-Provo_Muni_Awos.tmy3
6235.0,MT-Great_Falls_Intl_Arpt.tmy3
6205.0,MT-Great_Falls_Intl_Arpt.tmy3
6335.0,WY-Evanston_Burns_Fld.tmy3
6305.0,WY-Evanston_Burns_Fld.tmy3
6505.0,UT-Blanding.tmy3
6506.0,UT-Blanding.tmy3
6507.0,UT-Delta.tmy3
6508.0,UT-Provo_Muni_Awos.tmy3
6509.0,UT-Salt_Lake_City_Intl_Arpt_Isis.tmy3
